"modid","translated","total","remaining","percent","sourceJar","zh_tw_path"
"replication_rs2_bridge","0","4","4","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\replication_rs2_bridge-1.21.1-NeoForge-1.2.2.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\replication_rs2_bridge\lang\zh_tw.json"
"rooms","0","4","4","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\compactmachines-neoforge-7.0.78.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\rooms\lang\zh_tw.json"
"rs_mode","0","4","4","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\polylib-2100.1.0-build.183-neoforge.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\rs_mode\lang\zh_tw.json"
"slider","0","4","4","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ExtremeSoundMuffler-3.52_NeoForge-1.21.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\slider\lang\zh_tw.json"
"chicken_roost","478","481","3","99.4","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\roostultimate_1.21.1-curse-4.1.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\chicken_roost\lang\zh_tw.json"
"sfm","168","171","3","98.2","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Super Factory Manager (SFM)-MC1.21.1-4.28.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\sfm\lang\zh_tw.json"
"apothic_enchanting","114","117","3","97.4","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ApothicEnchanting-1.21.1-1.5.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\apothic_enchanting\lang\zh_tw.json"
"ftbteambases","37","40","3","92.5","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ftb-team-bases-21.1.10.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\ftbteambases\lang\zh_tw.json"
"action","28","31","3","90.3","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\irons_jewelry-1.21.1-1.6.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\action\lang\zh_tw.json"
"jukebox_song","21","24","3","87.5","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Apotheosis-1.21.1-8.4.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\jukebox_song\lang\zh_tw.json"
"omnitools","6","9","3","66.7","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\omnitools-1.21.1-1.2.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\omnitools\lang\zh_tw.json"
"magic_coins","4","7","3","57.1","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\magic_coins-1.0.9.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\magic_coins\lang\zh_tw.json"
"disconnect","1","4","3","25","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Apotheosis-1.21.1-8.4.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\disconnect\lang\zh_tw.json"
"createenderstorage","0","3","3","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\createenderstorage-1.1.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\createenderstorage\lang\zh_tw.json"
"ctm","0","3","3","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\CTM-1.21-1.2.1+3.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\ctm\lang\zh_tw.json"
"ftbpmapi","0","3","3","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ftb-pause-menu-api-21.1.3.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\ftbpmapi\lang\zh_tw.json"
"mekanism_unleashed","0","3","3","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\mekanism_unleashed-0.3.2.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\mekanism_unleashed\lang\zh_tw.json"
"mob_bottle","0","3","3","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\shrink-2.0.1.47-neoforge.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\mob_bottle\lang\zh_tw.json"
"sdrp","0","3","3","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\SimpleDiscordRichPresence-neoforge-88.0.0-build.51+mc1.21.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\sdrp\lang\zh_tw.json"
"simpleteleportersblock","0","3","3","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\SimpleTeleportersReforged-1.21.1-2.1.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\simpleteleportersblock\lang\zh_tw.json"
"squatgrow","0","3","3","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\squatgrow-neoforge-21.1.2+mc1.21.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\squatgrow\lang\zh_tw.json"
"top","0","3","3","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ExtraStorage-1.21.1-5.0.8.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\top\lang\zh_tw.json"
"desc","327","329","2","99.4","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\createaddition-1.5.9.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\desc\lang\zh_tw.json"
"description","165","167","2","98.8","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\jei-1.21.1-neoforge-19.27.0.340.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\description\lang\zh_tw.json"
"apotheosis","142","144","2","98.6","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Apotheosis-1.21.1-8.4.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\apotheosis\lang\zh_tw.json"
"command","133","135","2","98.5","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\AE2-Things-1.4.2-beta.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\command\lang\zh_tw.json"
"avaritia","70","72","2","97.2","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\AvaritiaNeo-1.21-1.2.8.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\avaritia\lang\zh_tw.json"
"options","53","55","2","96.4","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Controlling-neoforge-1.21.1-19.0.5.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\options\lang\zh_tw.json"
"psimisc","52","54","2","96.3","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Psi-1.21.1-107.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\psimisc\lang\zh_tw.json"
"recipe","44","46","2","95.7","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\create-dragons-plus-1.8.5.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\recipe\lang\zh_tw.json"
"replication","37","39","2","94.9","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Replication-1.21.1-1.2.6.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\replication\lang\zh_tw.json"
"elevatorid","17","19","2","89.5","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\elevatorid-neoforge-1.21.1-1.11.4.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\elevatorid\lang\zh_tw.json"
"irons_jewelry","12","14","2","85.7","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\irons_jewelry-1.21.1-1.6.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\irons_jewelry\lang\zh_tw.json"
"error","8","10","2","80","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Apotheosis-1.21.1-8.4.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\error\lang\zh_tw.json"
"dimension","4","6","2","66.7","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\appliedenergistics2-19.2.17.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\dimension\lang\zh_tw.json"
"cosmetic","3","5","2","60","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Kiwi-1.21.1-NeoForge-15.8.2.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\cosmetic\lang\zh_tw.json"
"mapping","3","5","2","60","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\AvaritiaNeo-1.21-1.2.8.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\mapping\lang\zh_tw.json"
"findme","2","4","2","50","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\findme-3.3.3-neoforge.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\findme\lang\zh_tw.json"
"a","0","2","2","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\antiblocksrechiseled-neo-0.10.8.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\a\lang\zh_tw.json"
"baguettelib","0","2","2","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\baguettelib-1.21.1-NeoForge-1.1.5.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\baguettelib\lang\zh_tw.json"
"busy_villagers","0","2","2","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\busy_villagers-neoforge-2101.1.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\busy_villagers\lang\zh_tw.json"
"caelus","0","2","2","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\caelus-neoforge-7.0.1+1.21.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\caelus\lang\zh_tw.json"
"clavis","0","2","2","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Clavis-NEOFORGE-0.2.10+1.21.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\clavis\lang\zh_tw.json"
"configs","0","2","2","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\BHMenu-NeoForge-1.21-2.4.4.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\configs\lang\zh_tw.json"
"craftingstation","0","2","2","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\craftingstation-jei-neoforge-1.21.1-1.6.5.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\craftingstation\lang\zh_tw.json"
"fdlib","0","2","2","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\fdlib-1.0.6-1.21.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\fdlib\lang\zh_tw.json"
"ftbpc","0","2","2","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ftb-pack-companion-21.1.15.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\ftbpc\lang\zh_tw.json"
"input","0","2","2","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\crystalix-2.4.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\input\lang\zh_tw.json"
"magiccoinstweak","0","2","2","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\magiccoinstweak-1.0-SNAPSHOT.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\magiccoinstweak\lang\zh_tw.json"
"mouse","0","2","2","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\inventorysorter-1.21.1-24.0.24.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\mouse\lang\zh_tw.json"
"soulkey","0","2","2","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\soulplied_energistics-1.0.2.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\soulkey\lang\zh_tw.json"
"soulpliedenergistics","0","2","2","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\soulplied_energistics-1.0.2.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\soulpliedenergistics\lang\zh_tw.json"
"struct_build","0","2","2","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\BrandonsCore-1.21.1-3.2.1.309.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\struct_build\lang\zh_tw.json"
"trophymanager","0","2","2","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\trophymanager-1.21.1-2.3.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\trophymanager\lang\zh_tw.json"
"xycraft_core","0","2","2","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\xycraft_core-0.7.53-all.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\xycraft_core\lang\zh_tw.json"
"fancymenu","2137","2138","1","100","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\fancymenu_neoforge_3.8.1_MC_1.21.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\fancymenu\lang\zh_tw.json"
"mekanism","494","495","1","99.8","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\mekanism\lang\zh_tw.json"
"refinedstorage","418","419","1","99.8","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\refinedstorage-neoforge-2.0.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\refinedstorage\lang\zh_tw.json"
"constructionstick","139","140","1","99.3","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ConstructionSticks-1.21.1-1.2.3.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\constructionstick\lang\zh_tw.json"
"refinedtypes","139","140","1","99.3","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\refined-types-1.21.1-0.2.9.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\refinedtypes\lang\zh_tw.json"
"title","77","78","1","98.7","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Apotheosis-1.21.1-8.4.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\title\lang\zh_tw.json"
"chemical","76","77","1","98.7","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\chemical\lang\zh_tw.json"
"button","68","69","1","98.6","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Apotheosis-1.21.1-8.4.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\button\lang\zh_tw.json"
"ae2wtlib","37","38","1","97.4","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ae2wtlib-19.3.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\ae2wtlib\lang\zh_tw.json"
"create_shimmer","35","36","1","97.2","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\create-shimmer-1.2.7.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\create_shimmer\lang\zh_tw.json"
"appex","19","20","1","95","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\applied-experienced-1.21.1-1.3.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\appex\lang\zh_tw.json"
"mekanism_lasers","18","19","1","94.7","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\MekanismLasers-1.12.1-1.1.10.2.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\mekanism_lasers\lang\zh_tw.json"
"enderdrives","14","15","1","93.3","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\enderdrives-neoforge-1.21.1-1.4.4.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\enderdrives\lang\zh_tw.json"
"network","14","15","1","93.3","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\crystalix-2.4.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\network\lang\zh_tw.json"
"reward","13","14","1","92.9","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Apotheosis-1.21.1-8.4.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\reward\lang\zh_tw.json"
"wireless_connect","13","14","1","92.9","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ExtendedAE-1.21-2.2.27-neoforge.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\wireless_connect\lang\zh_tw.json"
"narration","10","11","1","90.9","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Jade-1.21.1-NeoForge-15.10.3.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\narration\lang\zh_tw.json"
"recipetype","10","11","1","90.9","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Lychee-1.21.1-NeoForge-6.4.2.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\recipetype\lang\zh_tw.json"
"postaction","9","10","1","90","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Lychee-1.21.1-NeoForge-6.4.2.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\postaction\lang\zh_tw.json"
"bookshelf","7","8","1","87.5","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\bookshelf-neoforge-1.21.1-21.1.80.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\bookshelf\lang\zh_tw.json"
"flamethrower","4","5","1","80","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\flamethrower\lang\zh_tw.json"
"group","4","5","1","80","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\AppliedFlux-1.21-2.1.3-neoforge.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\group\lang\zh_tw.json"
"merequester","4","5","1","80","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\merequester-neoforge-1.21.1-1.4.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\merequester\lang\zh_tw.json"
"toolmode","3","4","1","75","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\omnitools-1.21.1-1.2.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\toolmode\lang\zh_tw.json"
"unit","2","3","1","66.7","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\CustomMachinery-neoforge-1.21.1-0.10.54.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\unit\lang\zh_tw.json"
"creativetab","1","2","1","50","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\betterblockz-0.2.5-1.21.1-neoforge.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\creativetab\lang\zh_tw.json"
"height_shape","1","2","1","50","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\Mekanism-1.21.1-10.7.17.83.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\height_shape\lang\zh_tw.json"
"moonlight","1","2","1","50","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\moonlight-1.21-2.29.4-neoforge.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\moonlight\lang\zh_tw.json"
"abyss_blast_only_charge","0","1","1","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\abyss_blast_only_charge\lang\zh_tw.json"
"abyss_blast_only_shoot","0","1","1","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\abyss_blast_only_shoot\lang\zh_tw.json"
"ae2addonlib","0","1","1","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\AE2AddonLib-1.0.3-1.21.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\ae2addonlib\lang\zh_tw.json"
"anchors","0","1","1","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ExtremeSoundMuffler-3.52_NeoForge-1.21.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\anchors\lang\zh_tw.json"
"ars_ocultas","0","1","1","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ars_ocultas-1.21.1-2.2.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\ars_ocultas\lang\zh_tw.json"
"betteradvancements","0","1","1","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\BetterAdvancements-NeoForge-1.21.1-0.4.3.21.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\betteradvancements\lang\zh_tw.json"
"carbon_config","0","1","1","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\CarbonConfig-Neoforge-1.21-1.2.9.6.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\carbon_config\lang\zh_tw.json"
"cindaria_death","0","1","1","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\cindaria_death\lang\zh_tw.json"
"cindaria_hurt","0","1","1","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\cindaria_hurt\lang\zh_tw.json"
"explosion","0","1","1","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\reliquified_lenders_cataclysm-1.21.1-0.1.1.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\explosion\lang\zh_tw.json"
"fadingnightvision","0","1","1","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\fadingnightvision-1.3.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\fadingnightvision\lang\zh_tw.json"
"features","0","1","1","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\gag-neoforge-1.21.1-5.2.0.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\features\lang\zh_tw.json"
"forbiddensounds","0","1","1","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ExtremeSoundMuffler-3.52_NeoForge-1.21.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\forbiddensounds\lang\zh_tw.json"
"general","0","1","1","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\ExtremeSoundMuffler-3.52_NeoForge-1.21.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\general\lang\zh_tw.json"
"heavy_smash","0","1","1","0","C:\Users\sad79\AppData\Roaming\PrismLauncher\instances\FTB StoneBlock 4\minecraft\mods\L_Ender's Cataclysm 1.21.1-3.16.jar","E:\stoneblock4-zh_tw\resourcepacks\sb4-zh_tw\assets\heavy_smash\lang\zh_tw.json"
